req_id,domain,requirement_source,source_section,page_logic_artifact,status,evidence_basis,classification
REQ-CF-00397,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00398,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00399,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00400,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00401,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00402,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00404,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00405,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00406,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00407,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00408,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00409,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00410,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00412,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00413,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00414,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00415,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00416,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00417,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00419,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00420,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00421,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00422,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00423,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00424,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00426,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00427,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00428,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00429,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00431,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00432,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00433,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00434,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00435,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00437,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00438,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00439,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00440,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00443,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00444,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00445,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.2 字段定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00446,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00447,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00448,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00449,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00450,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00451,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00452,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00453,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00454,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00455,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00456,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00457,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00458,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00459,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00460,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00461,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00462,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00463,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00464,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00465,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00466,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00467,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00468,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00469,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00470,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00471,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00472,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00473,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00474,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00475,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00476,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.3 校验规则（创建时）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00477,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.4 状态流转,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00478,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.4 状态流转,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00479,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.4 状态流转,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00480,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.5 前端交互（产品描述）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00481,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.5 前端交互（产品描述）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00482,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.5 前端交互（产品描述）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00483,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.5 前端交互（产品描述）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00484,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.5 前端交互（产品描述）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00485,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.5 前端交互（产品描述）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00486,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.5 前端交互（产品描述）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00487,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.5 前端交互（产品描述）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00488,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.5 前端交互（产品描述）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00489,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.5 前端交互（产品描述）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00490,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.5 前端交互（产品描述）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00491,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.5 前端交互（产品描述）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00492,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.5 前端交互（产品描述）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00493,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.5 前端交互（产品描述）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00494,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.1.5 前端交互（产品描述）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00495,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.1 业务规则,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00496,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.1 业务规则,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00497,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.1 业务规则,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00498,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.1 业务规则,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00499,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.1 业务规则,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00500,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.1 业务规则,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00501,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.1 业务规则,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00502,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.1 业务规则,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00503,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.2 字段定义表（自动建户）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00504,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.2 字段定义表（自动建户）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00505,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.2 字段定义表（自动建户）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00506,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.2 字段定义表（自动建户）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00507,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.2 字段定义表（自动建户）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00508,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.2 字段定义表（自动建户）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00510,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.2 字段定义表（自动建户）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00512,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.2 字段定义表（自动建户）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00513,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.2 字段定义表（自动建户）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00514,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.2 字段定义表（自动建户）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00515,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.2 字段定义表（自动建户）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00516,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.2 字段定义表（自动建户）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00517,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.2 字段定义表（自动建户）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00518,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.2 字段定义表（自动建户）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00519,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.2 字段定义表（自动建户）,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00520,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.3 校验规则,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00521,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.3 校验规则,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00522,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.3 校验规则,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00523,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.3 校验规则,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00524,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.3 校验规则,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00525,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.3 校验规则,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00526,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.4 状态流转,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00527,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.2.5 前端交互,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00528,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.3.1 权限点定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00529,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.3.1 权限点定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00530,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.3.1 权限点定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00531,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.3.1 权限点定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00532,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.3.1 权限点定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00533,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.3.1 权限点定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00534,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.3.1 权限点定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00535,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.3.1 权限点定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00536,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.3.1 权限点定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00537,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.3.1 权限点定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00538,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.3.1 权限点定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00539,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.3.1 权限点定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
REQ-CF-00540,core-finance,docs/PRD-整改R1-R4-人工上账与资金入账.md,3.3.1 权限点定义表,,UNKNOWN,No verified implementation file:line/symbol and test-case evidence is present in the current audit materials.,UNKNOWN
