req_id,source_section,bad_fields,reversible_source_lines,status
UA2-00409,鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,source_section,,MANUAL_REVIEW
UA2-00410,鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,source_section,,MANUAL_REVIEW
UA2-00411,鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,source_section,,MANUAL_REVIEW
UA2-00412,鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,source_section,,MANUAL_REVIEW
UA2-00413,鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,source_section,,MANUAL_REVIEW
UA2-00414,鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00415,鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00416,鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00417,鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,source_section,,MANUAL_REVIEW
UA2-00418,鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,source_section,,MANUAL_REVIEW
UA2-00419,鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00420,鍖哄煙 10锛氬揩閫熸帴鍏ュ紩瀵硷紙鏂扮敤鎴Onboarding锛|,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00421,鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00422,鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00423,鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00424,鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00425,鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00426,鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00427,鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00428,鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00429,鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00430,鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00431,鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00432,鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00433,鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00434,鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00435,鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00436,鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00437,鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00438,鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00439,鍖哄煙 11锛氭垚鏈娴嬪崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00440,鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00441,鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00442,鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00443,鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00444,鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00445,鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00446,鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00447,鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00448,鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00449,鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00450,鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00452,鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00453,鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00454,鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00456,鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00457,鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00458,鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00459,鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00460,鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00461,鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00463,鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00464,鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00465,鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00466,鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00467,鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00468,鍖哄煙 12锛氬紓甯稿憡璀﹀崱鐗囷紙P1锛|,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00469,鍖哄煙 13锛氳处鍗曞懆鏈熸瑙堬紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00470,鍖哄煙 13锛氳处鍗曞懆鏈熸瑙堬紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00471,鍖哄煙 13锛氳处鍗曞懆鏈熸瑙堬紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00472,鍖哄煙 13锛氳处鍗曞懆鏈熸瑙堬紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00473,鍖哄煙 13锛氳处鍗曞懆鏈熸瑙堬紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00474,鍖哄煙 13锛氳处鍗曞懆鏈熸瑙堬紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00475,鍖哄煙 13锛氳处鍗曞懆鏈熸瑙堬紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00476,鍖哄煙 13锛氳处鍗曞懆鏈熸瑙堬紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00477,鍖哄煙 13锛氳处鍗曞懆鏈熸瑙堬紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00478,鍖哄煙 13锛氳处鍗曞懆鏈熸瑙堬紙P1锛|,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00479,鍖哄煙 13锛氳处鍗曞懆鏈熸瑙堬紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00480,鍖哄煙 13锛氳处鍗曞懆鏈熸瑙堬紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00481,鍖哄煙 13锛氳处鍗曞懆鏈熸瑙堬紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00482,鍖哄煙 13锛氳处鍗曞懆鏈熸瑙堬紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00483,鍖哄煙 13锛氳处鍗曞懆鏈熸瑙堬紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00484,鍖哄煙 13锛氳处鍗曞懆鏈熸瑙堬紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00485,鍖哄煙 13锛氳处鍗曞懆鏈熸瑙堬紙P1锛|,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00486,鍖哄煙 13锛氳处鍗曞懆鏈熸瑙堬紙P1锛|,source_section,,MANUAL_REVIEW
UA2-00487,鍖哄煙 14锛氬疄鏃舵椿鍔ㄦ祦锛圥2锛|,source_section,,MANUAL_REVIEW
UA2-00488,鍖哄煙 14锛氬疄鏃舵椿鍔ㄦ祦锛圥2锛|,source_section,,MANUAL_REVIEW
UA2-00489,鍖哄煙 14锛氬疄鏃舵椿鍔ㄦ祦锛圥2锛|,source_section,,MANUAL_REVIEW
UA2-00490,鍖哄煙 14锛氬疄鏃舵椿鍔ㄦ祦锛圥2锛|,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00491,鍖哄煙 14锛氬疄鏃舵椿鍔ㄦ祦锛圥2锛|,source_section,,MANUAL_REVIEW
UA2-00492,鍖哄煙 14锛氬疄鏃舵椿鍔ㄦ祦锛圥2锛|,source_section,,MANUAL_REVIEW
UA2-00493,鍖哄煙 14锛氬疄鏃舵椿鍔ㄦ祦锛圥2锛|,source_section,,MANUAL_REVIEW
UA2-00494,鍖哄煙 14锛氬疄鏃舵椿鍔ㄦ祦锛圥2锛|,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00495,鍖哄煙 14锛氬疄鏃舵椿鍔ㄦ祦锛圥2锛|,source_section,,MANUAL_REVIEW
UA2-00496,鍖哄煙 14锛氬疄鏃舵椿鍔ㄦ祦锛圥2锛|,source_section,,MANUAL_REVIEW
UA2-00497,鍖哄煙 14锛氬疄鏃舵椿鍔ㄦ祦锛圥2锛|,source_section,,MANUAL_REVIEW
UA2-00498,鍖哄煙 14锛氬疄鏃舵椿鍔ㄦ祦锛圥2锛|,source_section,,MANUAL_REVIEW
UA2-00499,鍖哄煙 14锛氬疄鏃舵椿鍔ㄦ祦锛圥2锛|,source_section,,MANUAL_REVIEW
UA2-00500,鍖哄煙 14锛氬疄鏃舵椿鍔ㄦ祦锛圥2锛|,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00501,鍖哄煙 15锛氭ā鍨嬫帹鑽鎴愭湰浼樺寲寤鸿锛圥2锛|,source_section,,MANUAL_REVIEW
UA2-00502,鍖哄煙 15锛氭ā鍨嬫帹鑽鎴愭湰浼樺寲寤鸿锛圥2锛|,source_section,,MANUAL_REVIEW
UA2-00503,鍖哄煙 15锛氭ā鍨嬫帹鑽鎴愭湰浼樺寲寤鸿锛圥2锛|,source_section,,MANUAL_REVIEW
UA2-00504,鍖哄煙 15锛氭ā鍨嬫帹鑽鎴愭湰浼樺寲寤鸿锛圥2锛|,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00505,鍖哄煙 15锛氭ā鍨嬫帹鑽鎴愭湰浼樺寲寤鸿锛圥2锛|,source_section,,MANUAL_REVIEW
UA2-00506,鍖哄煙 15锛氭ā鍨嬫帹鑽鎴愭湰浼樺寲寤鸿锛圥2锛|,source_section,,MANUAL_REVIEW
UA2-00513,2.2.2 妯″瀷涓績 `/console/models`,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00525,2.2.2 妯″瀷涓績 `/console/models`,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00529,2.2.2 妯″瀷涓績 `/console/models`,source_quote;atomic_assertion,664:gb18030->utf8 x1,CANDIDATE
UA2-00546,2.2.2 妯″瀷涓績 `/console/models`,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00557,2.2.2 妯″瀷涓績 `/console/models`,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00564,2.2.2 妯″瀷涓績 `/console/models`,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00566,2.2.2 妯″瀷涓績 `/console/models`,source_quote;atomic_assertion,746:gb18030->utf8 x1,CANDIDATE
UA2-00587,2.2.2 妯″瀷涓績 `/console/models`,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00589,2.2.2 妯″瀷涓績 `/console/models`,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00595,2.2.2 妯″瀷涓績 `/console/models`,source_quote;atomic_assertion,770:gb18030->utf8 x1,CANDIDATE
UA2-00606,Key 鍒楄〃,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00612,Key 鍒楄〃,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00644,鍒涘缓 Key 寮圭獥,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00653,鍒涘缓 Key 寮圭獥,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00656,鍒涘缓 Key 寮圭獥,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00657,鍒涘缓 Key 寮圭獥,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00658,鍒涘缓 Key 寮圭獥,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00666,缂栬緫 Key,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00668,绂佺敤/鍚敤 Key,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00673,绂佺敤/鍚敤 Key,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00677,绂佺敤/鍚敤 Key,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00679,绂佺敤/鍚敤 Key,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00680,Key 鏉冮檺鎺у埗锛圥1锛|,source_section,,MANUAL_REVIEW
UA2-00681,Key 鏉冮檺鎺у埗锛圥1锛|,source_section,,MANUAL_REVIEW
UA2-00682,Key 鏉冮檺鎺у埗锛圥1锛|,source_section;source_quote;atomic_assertion,915:gb18030->utf8 x1,CANDIDATE
UA2-00683,Key 鏉冮檺鎺у埗锛圥1锛|,source_section,915:gb18030->utf8 x1,CANDIDATE
UA2-00684,Key 鏉冮檺鎺у埗锛圥1锛|,source_section,,MANUAL_REVIEW
UA2-00685,Key 鏉冮檺鎺у埗锛圥1锛|,source_section,,MANUAL_REVIEW
UA2-00686,Key 鏉冮檺鎺у埗锛圥1锛|,source_section,,MANUAL_REVIEW
UA2-00687,Key 鏉冮檺鎺у埗锛圥1锛|,source_section,,MANUAL_REVIEW
UA2-00688,Key 鏉冮檺鎺у埗锛圥1锛|,source_section,,MANUAL_REVIEW
UA2-00689,Key 鏉冮檺鎺у埗锛圥1锛|,source_section,,MANUAL_REVIEW
UA2-00690,Key 鏉冮檺鎺у埗锛圥1锛|,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00691,Key 鏉冮檺鎺у埗锛圥1锛|,source_section;source_quote;atomic_assertion,923:gb18030->utf8 x1,CANDIDATE
UA2-00692,Key 鏉冮檺鎺у埗锛圥1锛|,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00693,杩囨湡鏃堕棿绠＄悊锛圥2锛|,source_section,,MANUAL_REVIEW
UA2-00694,杩囨湡鏃堕棿绠＄悊锛圥2锛|,source_section,,MANUAL_REVIEW
UA2-00695,杩囨湡鏃堕棿绠＄悊锛圥2锛|,source_section,,MANUAL_REVIEW
UA2-00696,杩囨湡鏃堕棿绠＄悊锛圥2锛|,source_section,947:gb18030->utf8 x1,CANDIDATE
UA2-00697,杩囨湡鏃堕棿绠＄悊锛圥2锛|,source_section,,MANUAL_REVIEW
UA2-00698,杩囨湡鏃堕棿绠＄悊锛圥2锛|,source_section,,MANUAL_REVIEW
UA2-00699,杩囨湡鏃堕棿绠＄悊锛圥2锛|,source_section,947:gb18030->utf8 x1,CANDIDATE
UA2-00700,杩囨湡鏃堕棿绠＄悊锛圥2锛|,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00701,杩囨湡鏃堕棿绠＄悊锛圥2锛|,source_section,,MANUAL_REVIEW
UA2-00703,杩囨湡鏃堕棿绠＄悊锛圥2锛|,source_section,,MANUAL_REVIEW
UA2-00704,杩囨湡鏃堕棿绠＄悊锛圥2锛|,source_section,947:gb18030->utf8 x1,CANDIDATE
UA2-00706,杩囨湡鏃堕棿绠＄悊锛圥2锛|,source_section;source_quote;atomic_assertion,947:gb18030->utf8 x1,CANDIDATE
UA2-00707,杩囨湡鏃堕棿绠＄悊锛圥2锛|,source_section,,MANUAL_REVIEW
UA2-00708,鐢ㄩ噺缁熻,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00726,2.2.4 璋冪敤鏃ュ織 `/console/logs`,source_quote;atomic_assertion,997:gb18030->utf8 x1,CANDIDATE
UA2-00738,2.2.4 璋冪敤鏃ュ織 `/console/logs`,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00744,2.2.4 璋冪敤鏃ュ織 `/console/logs`,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00751,2.2.4 璋冪敤鏃ュ織 `/console/logs`,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00753,2.2.4 璋冪敤鏃ュ織 `/console/logs`,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00772,2.2.5 鐢ㄩ噺缁熻 `/console/stats`,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00782,2.2.6 鍏呭€`/console/recharge`,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00784,2.2.6 鍏呭€`/console/recharge`,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00787,2.2.6 鍏呭€`/console/recharge`,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00788,2.2.6 鍏呭€`/console/recharge`,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00791,2.2.6 鍏呭€`/console/recharge`,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00811,2.2.6 鍏呭€`/console/recharge`,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00814,2.2.6 鍏呭€`/console/recharge`,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00815,2.2.6 鍏呭€`/console/recharge`,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00817,2.2.6 鍏呭€`/console/recharge`,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00820,2.2.6 鍏呭€`/console/recharge`,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00828,2.2.7 娑堣垂鏄庣粏 / 浣欓鍙樺姩 `/console/transactions`,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00837,2.2.7 娑堣垂鏄庣粏 / 浣欓鍙樺姩 `/console/transactions`,source_quote;atomic_assertion,1214:gb18030->utf8 x1,CANDIDATE
UA2-00871,2.2.9 鍙戠エ `/console/invoices`,source_quote;atomic_assertion,1301:gb18030->utf8 x1,CANDIDATE
UA2-00874,2.2.9 鍙戠エ `/console/invoices`,source_quote;atomic_assertion,1302:gb18030->utf8 x1,CANDIDATE
UA2-00883,2.2.9 鍙戠エ `/console/invoices`,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00889,2.2.9 鍙戠エ `/console/invoices`,source_quote;atomic_assertion,1307:gb18030->utf8 x1,CANDIDATE
UA2-00892,2.2.9 鍙戠エ `/console/invoices`,source_quote;atomic_assertion,,MANUAL_REVIEW
UA2-00899,2.2.9 鍙戠エ `/console/invoices`,source_quote;atomic_assertion,,MANUAL_REVIEW
