req_id,domain,source_path,bad_fields,current_source_line,current_heading,current_source_context,source_line_readability,atomic_assertion_original,review_action,review_status,reviewer_note
UA2-00224,user-agent,docs/PRD-用户体系.md,source_section,145,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,| 閰嶇疆椤|| 璺緞 | 榛樿鍊|| 璇存槑 |,READABLE,榛樿鍊,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00225,user-agent,docs/PRD-用户体系.md,source_section,4,2: ### 2.1 瑙掕壊涓庢潈闄愪綋绯|,> 馃搸 **娣卞寲鍙傝€*锛歔`docs/ref-2.1-roles-permissions.md`](ref-2.1-roles-permissions.md) 鈥鍚Bitset 鏉冮檺瀹氫箟锛0 椤癸級銆佸唴缃鑹叉潈闄愮煩闃点€佹潈闄愯绠椾紭鍏堢骇銆丄PI 鎺ュ彛銆佷腑闂翠欢浣跨敤璇存槑,CORRUPTED,璇存槑,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00226,user-agent,docs/PRD-用户体系.md,source_section,147,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,| 浣欓棰勮闃堝€榛勮壊 | `site_configs.balance_warn_yellow` | 10.00 | 浣欓浣庝簬姝ゅ€煎崱鐗囧彉榛||,READABLE,浣欓棰勮闃堝€榛勮壊,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00227,user-agent,docs/PRD-用户体系.md,source_section,147,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,| 浣欓棰勮闃堝€榛勮壊 | `site_configs.balance_warn_yellow` | 10.00 | 浣欓浣庝簬姝ゅ€煎崱鐗囧彉榛||,READABLE,`site_configs.balance_warn_yellow`,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00228,user-agent,docs/PRD-用户体系.md,source_section,147,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,| 浣欓棰勮闃堝€榛勮壊 | `site_configs.balance_warn_yellow` | 10.00 | 浣欓浣庝簬姝ゅ€煎崱鐗囧彉榛||,READABLE,10.00,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00229,user-agent,docs/PRD-用户体系.md,source_section,147,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,| 浣欓棰勮闃堝€榛勮壊 | `site_configs.balance_warn_yellow` | 10.00 | 浣欓浣庝簬姝ゅ€煎崱鐗囧彉榛||,READABLE,浣欓浣庝簬姝ゅ€煎崱鐗囧彉榛,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00230,user-agent,docs/PRD-用户体系.md,source_section,148,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,| 浣欓棰勮闃堝€绾㈣壊 | `site_configs.balance_warn_red` | 1.00 | 浣欓浣庝簬姝ゅ€煎崱鐗囧彉绾||,READABLE,浣欓棰勮闃堝€绾㈣壊,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00231,user-agent,docs/PRD-用户体系.md,source_section,148,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,| 浣欓棰勮闃堝€绾㈣壊 | `site_configs.balance_warn_red` | 1.00 | 浣欓浣庝簬姝ゅ€煎崱鐗囧彉绾||,READABLE,`site_configs.balance_warn_red`,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00232,user-agent,docs/PRD-用户体系.md,source_section,148,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,| 浣欓棰勮闃堝€绾㈣壊 | `site_configs.balance_warn_red` | 1.00 | 浣欓浣庝簬姝ゅ€煎崱鐗囧彉绾||,READABLE,1.00,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00233,user-agent,docs/PRD-用户体系.md,source_section,148,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,| 浣欓棰勮闃堝€绾㈣壊 | `site_configs.balance_warn_red` | 1.00 | 浣欓浣庝簬姝ゅ€煎崱鐗囧彉绾||,READABLE,浣欓浣庝簬姝ゅ€煎崱鐗囧彉绾,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00234,user-agent,docs/PRD-用户体系.md,source_section,149,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,| 鍏嶈垂棰濆害姣忔棩涓婇檺 | `site_configs.daily_free_tokens` | 0 | 0 琛ㄧず涓嶅惎鐢ㄥ厤璐归搴||,READABLE,鍏嶈垂棰濆害姣忔棩涓婇檺,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00235,user-agent,docs/PRD-用户体系.md,source_section,149,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,| 鍏嶈垂棰濆害姣忔棩涓婇檺 | `site_configs.daily_free_tokens` | 0 | 0 琛ㄧず涓嶅惎鐢ㄥ厤璐归搴||,READABLE,`site_configs.daily_free_tokens`,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00236,user-agent,docs/PRD-用户体系.md,source_section,149,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,| 鍏嶈垂棰濆害姣忔棩涓婇檺 | `site_configs.daily_free_tokens` | 0 | 0 琛ㄧず涓嶅惎鐢ㄥ厤璐归搴||,READABLE,0 琛ㄧず涓嶅惎鐢ㄥ厤璐归搴,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00237,user-agent,docs/PRD-用户体系.md,source_section,151,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,**杈圭晫鏉′欢**,READABLE,**杈圭晫鏉′欢**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00238,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,153,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,- 鐢ㄦ埛浣欓涓鸿礋鏁版椂锛堝钩鍙版瑺璐瑰満鏅級锛氭樉绀虹孩鑹`楼-XX.XX`锛屽崱鐗囬《閮ㄥ鍔鈿狅笍 璐︽埛娆犺垂锛岃绔嬪嵆鍏呭€妯潯,CORRUPTED,鐢ㄦ埛浣欓涓鸿礋鏁版椂锛堝钩鍙版瑺璐瑰満鏅級锛氭樉绀虹孩鑹`楼-XX.XX`锛屽崱鐗囬《閮ㄥ鍔鈿狅笍 璐︽埛娆犺垂锛岃绔嬪嵆鍏呭€妯潯,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00239,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,154,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,"- 鐢ㄦ埛琚鐢ㄦ椂锛氫綑棰濆崱鐗囦笉鍙锛屽睍绀璐︽埛宸茶绂佺敤""鎻愮ず",CORRUPTED,"鐢ㄦ埛琚鐢ㄦ椂锛氫綑棰濆崱鐗囦笉鍙锛屽睍绀璐︽埛宸茶绂佺敤""鎻愮ず",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00240,user-agent,docs/PRD-用户体系.md,source_section,155,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,- 鐢ㄦ埛瑙掕壊鍙樻洿鍚庯細涓嬫鍒锋柊鏃惰鑹叉爣绛炬洿鏂|,READABLE,鐢ㄦ埛瑙掕壊鍙樻洿鍚庯細涓嬫鍒锋柊鏃惰鑹叉爣绛炬洿鏂|,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00241,user-agent,docs/PRD-用户体系.md,source_section,157,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,**杩愯惀绛栫暐**,READABLE,**杩愯惀绛栫暐**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00242,user-agent,docs/PRD-用户体系.md,source_section,159,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,"- 鏂版敞鍐岀敤鎴风殑鍓7 澶╋紝娆㈣繋鍗＄墖棰濆灞曠ず""鏂扮敤鎴蜂繚鎶ゆ湡""鏍囪瘑鍜屽墿浣欏ぉ鏁|",READABLE,"鏂版敞鍐岀敤鎴风殑鍓7 澶╋紝娆㈣繋鍗＄墖棰濆灞曠ず""鏂扮敤鎴蜂繚鎶ゆ湡""鏍囪瘑鍜屽墿浣欏ぉ鏁|",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00243,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,160,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,- 浣欓鍗冲皢鑰楀敖鏃讹紝鍗＄墖鐨绔嬪嵆鍏呭€鎸夐挳鏀惧ぇ绐佸嚭,CORRUPTED,浣欓鍗冲皢鑰楀敖鏃讹紝鍗＄墖鐨绔嬪嵆鍏呭€鎸夐挳鏀惧ぇ绐佸嚭,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00244,user-agent,docs/PRD-用户体系.md,source_section,128,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,**瀛楁瑙勬牸**,READABLE,**瀛楁瑙勬牸**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00245,user-agent,docs/PRD-用户体系.md,source_section,170,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,| 浠婃棩璋冪敤娆℃暟 | `COUNT(call_logs)` 褰撴棩 | 鎴愬姛/澶辫触鏁|| 鐜瘮鏄ㄦ棩鍙樺寲鐜|| `/console/logs range=today` |,READABLE,浠婃棩璋冪敤娆℃暟,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00246,user-agent,docs/PRD-用户体系.md,source_section,170,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,| 浠婃棩璋冪敤娆℃暟 | `COUNT(call_logs)` 褰撴棩 | 鎴愬姛/澶辫触鏁|| 鐜瘮鏄ㄦ棩鍙樺寲鐜|| `/console/logs range=today` |,READABLE,`COUNT(call_logs)` 褰撴棩,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00247,user-agent,docs/PRD-用户体系.md,source_section,170,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,| 浠婃棩璋冪敤娆℃暟 | `COUNT(call_logs)` 褰撴棩 | 鎴愬姛/澶辫触鏁|| 鐜瘮鏄ㄦ棩鍙樺寲鐜|| `/console/logs range=today` |,READABLE,鎴愬姛/澶辫触鏁,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00248,user-agent,docs/PRD-用户体系.md,source_section,170,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,| 浠婃棩璋冪敤娆℃暟 | `COUNT(call_logs)` 褰撴棩 | 鎴愬姛/澶辫触鏁|| 鐜瘮鏄ㄦ棩鍙樺寲鐜|| `/console/logs range=today` |,READABLE,鐜瘮鏄ㄦ棩鍙樺寲鐜,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00249,user-agent,docs/PRD-用户体系.md,source_section,170,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,| 浠婃棩璋冪敤娆℃暟 | `COUNT(call_logs)` 褰撴棩 | 鎴愬姛/澶辫触鏁|| 鐜瘮鏄ㄦ棩鍙樺寲鐜|| `/console/logs range=today` |,READABLE,`/console/logs range=today`,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00250,user-agent,docs/PRD-用户体系.md,source_section,171,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,| 浠婃棩 Token 娑堣€|| `SUM(tokens)` 褰撴棩 | 杈撳叆/杈撳嚭鎷嗗垎 | 鐜瘮鏄ㄦ棩鍙樺寲鐜|| `/console/stats range=today` |,READABLE,浠婃棩 Token 娑堣€,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00251,user-agent,docs/PRD-用户体系.md,source_section,171,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,| 浠婃棩 Token 娑堣€|| `SUM(tokens)` 褰撴棩 | 杈撳叆/杈撳嚭鎷嗗垎 | 鐜瘮鏄ㄦ棩鍙樺寲鐜|| `/console/stats range=today` |,READABLE,`SUM(tokens)` 褰撴棩,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00252,user-agent,docs/PRD-用户体系.md,source_section,171,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,| 浠婃棩 Token 娑堣€|| `SUM(tokens)` 褰撴棩 | 杈撳叆/杈撳嚭鎷嗗垎 | 鐜瘮鏄ㄦ棩鍙樺寲鐜|| `/console/stats range=today` |,READABLE,杈撳叆/杈撳嚭鎷嗗垎,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00254,user-agent,docs/PRD-用户体系.md,source_section,171,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,| 浠婃棩 Token 娑堣€|| `SUM(tokens)` 褰撴棩 | 杈撳叆/杈撳嚭鎷嗗垎 | 鐜瘮鏄ㄦ棩鍙樺寲鐜|| `/console/stats range=today` |,READABLE,`/console/stats range=today`,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00255,user-agent,docs/PRD-用户体系.md,source_section,172,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,| 浠婃棩娑堣垂閲戦 | `SUM(cost)` 褰撴棩 | 鏈堢疮璁℃秷璐|| 鐜瘮鏄ㄦ棩鍙樺寲鐜|| `/console/transactions range=today` |,READABLE,浠婃棩娑堣垂閲戦,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00256,user-agent,docs/PRD-用户体系.md,source_section,172,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,| 浠婃棩娑堣垂閲戦 | `SUM(cost)` 褰撴棩 | 鏈堢疮璁℃秷璐|| 鐜瘮鏄ㄦ棩鍙樺寲鐜|| `/console/transactions range=today` |,READABLE,`SUM(cost)` 褰撴棩,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00257,user-agent,docs/PRD-用户体系.md,source_section,172,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,| 浠婃棩娑堣垂閲戦 | `SUM(cost)` 褰撴棩 | 鏈堢疮璁℃秷璐|| 鐜瘮鏄ㄦ棩鍙樺寲鐜|| `/console/transactions range=today` |,READABLE,鏈堢疮璁℃秷璐,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00259,user-agent,docs/PRD-用户体系.md,source_section,172,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,| 浠婃棩娑堣垂閲戦 | `SUM(cost)` 褰撴棩 | 鏈堢疮璁℃秷璐|| 鐜瘮鏄ㄦ棩鍙樺寲鐜|| `/console/transactions range=today` |,READABLE,`/console/transactions range=today`,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00260,user-agent,docs/PRD-用户体系.md,source_section,135,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,"| 璐︽埛浣欓 | decimal(10,2) | `users.balance` | 姣忔椤甸潰鍒锋柊 | 楼0.00 |",READABLE,璐︽埛浣欓,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00261,user-agent,docs/PRD-用户体系.md,source_section,135,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,"| 璐︽埛浣欓 | decimal(10,2) | `users.balance` | 姣忔椤甸潰鍒锋柊 | 楼0.00 |",READABLE,`users.balance`,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00262,user-agent,docs/PRD-用户体系.md,source_section,173,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,| 璐︽埛浣欓 | `users.balance` | 鏄ㄦ棩浣欓鍙樺寲 | 鏄ㄦ棩浣欓 | `/console/recharge` |,READABLE,鏄ㄦ棩浣欓鍙樺寲,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00263,user-agent,docs/PRD-用户体系.md,source_section,173,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,| 璐︽埛浣欓 | `users.balance` | 鏄ㄦ棩浣欓鍙樺寲 | 鏄ㄦ棩浣欓 | `/console/recharge` |,READABLE,鏄ㄦ棩浣欓,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00264,user-agent,docs/PRD-用户体系.md,source_section,173,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,| 璐︽埛浣欓 | `users.balance` | 鏄ㄦ棩浣欓鍙樺寲 | 鏄ㄦ棩浣欓 | `/console/recharge` |,READABLE,`/console/recharge`,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00265,user-agent,docs/PRD-用户体系.md,source_section,175,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,**鍙樺寲鐜囧睍绀洪€昏緫**,READABLE,**鍙樺寲鐜囧睍绀洪€昏緫**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00266,user-agent,docs/PRD-用户体系.md,source_section,151,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,**杈圭晫鏉′欢**,READABLE,**杈圭晫鏉′欢**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00267,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,186,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,"- 鏁版嵁鍔犺浇澶辫触鏃讹細鍗＄墖灞曠ず `--`锛屽崱鐗囧彸涓嬭鏄剧ず""鏁版嵁鍔犺浇澶辫触""鐏拌壊灏忓瓧",CORRUPTED,"鏁版嵁鍔犺浇澶辫触鏃讹細鍗＄墖灞曠ず `--`锛屽崱鐗囧彸涓嬭鏄剧ず""鏁版嵁鍔犺浇澶辫触""鐏拌壊灏忓瓧",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00268,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,187,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,- 鏃犳暟鎹紙鏂扮敤鎴凤級锛氬崱鐗囧睍绀`0`锛屽彉鍖栫巼鏄剧ず `鈥擿,CORRUPTED,鏃犳暟鎹紙鏂扮敤鎴凤級锛氬崱鐗囧睍绀`0`锛屽彉鍖栫巼鏄剧ず `鈥擿,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00269,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,188,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,"- 鏁板€艰秴杩9999 鏃讹細杞崲涓K/M 鍗曚綅锛堝 12500 鈫""12.5K""锛|",CORRUPTED,"鏁板€艰秴杩9999 鏃讹細杞崲涓K/M 鍗曚綅锛堝 12500 鈫""12.5K""锛|",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00270,user-agent,docs/PRD-用户体系.md,source_section,143,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,**杩愯惀閰嶇疆**,READABLE,**杩愯惀閰嶇疆**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00271,user-agent,docs/PRD-用户体系.md,source_section,145,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,| 閰嶇疆椤|| 璺緞 | 榛樿鍊|| 璇存槑 |,READABLE,閰嶇疆椤,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00272,user-agent,docs/PRD-用户体系.md,source_section,4,2: ### 2.1 瑙掕壊涓庢潈闄愪綋绯|,> 馃搸 **娣卞寲鍙傝€*锛歔`docs/ref-2.1-roles-permissions.md`](ref-2.1-roles-permissions.md) 鈥鍚Bitset 鏉冮檺瀹氫箟锛0 椤癸級銆佸唴缃鑹叉潈闄愮煩闃点€佹潈闄愯绠椾紭鍏堢骇銆丄PI 鎺ュ彛銆佷腑闂翠欢浣跨敤璇存槑,CORRUPTED,璇存槑,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00273,user-agent,docs/PRD-用户体系.md,source_section,194,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,| 鏄惁灞曠ず鍏嶈垂棰濆害娑堣€|| `site_configs.show_free_quota` |,READABLE,鏄惁灞曠ず鍏嶈垂棰濆害娑堣€,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00274,user-agent,docs/PRD-用户体系.md,source_section,194,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,| 鏄惁灞曠ず鍏嶈垂棰濆害娑堣€|| `site_configs.show_free_quota` |,READABLE,`site_configs.show_free_quota`,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00275,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,195,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,| 瀵规瘮鍩哄噯锛堟槰鏃涓婂懆鍚屾湡/涓婃湀鍚屾湡锛墊 `site_configs.default_compare_period` |,CORRUPTED,瀵规瘮鍩哄噯锛堟槰鏃涓婂懆鍚屾湡/涓婃湀鍚屾湡锛墊 `site_configs.default_compare_period`,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00276,user-agent,docs/PRD-用户体系.md,source_section,128,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,**瀛楁瑙勬牸**,READABLE,**瀛楁瑙勬牸**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00277,user-agent,docs/PRD-用户体系.md,source_section,205,199: ##### 鍖哄煙 3锛氶搴︿娇鐢ㄨ繘搴︽潯,| 鎬婚搴|| decimal | 鐢ㄦ埛鐨勬湁鏁堥厤棰濅笂闄||,CORRUPTED,鎬婚搴,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00278,user-agent,docs/PRD-用户体系.md,source_section,135,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,"| 璐︽埛浣欓 | decimal(10,2) | `users.balance` | 姣忔椤甸潰鍒锋柊 | 楼0.00 |",READABLE,decimal,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00279,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,205,199: ##### 鍖哄煙 3锛氶搴︿娇鐢ㄨ繘搴︽潯,| 鎬婚搴|| decimal | 鐢ㄦ埛鐨勬湁鏁堥厤棰濅笂闄||,CORRUPTED,鐢ㄦ埛鐨勬湁鏁堥厤棰濅笂闄,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00280,user-agent,docs/PRD-用户体系.md,source_section,206,199: ##### 鍖哄煙 3锛氶搴︿娇鐢ㄨ繘搴︽潯,| 宸茬敤閲|| decimal | 褰撴湀宸叉秷鑰楅噺 |,READABLE,宸茬敤閲,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00282,user-agent,docs/PRD-用户体系.md,source_section,206,199: ##### 鍖哄煙 3锛氶搴︿娇鐢ㄨ繘搴︽潯,| 宸茬敤閲|| decimal | 褰撴湀宸叉秷鑰楅噺 |,READABLE,褰撴湀宸叉秷鑰楅噺,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00283,user-agent,docs/PRD-用户体系.md,source_section,207,199: ##### 鍖哄煙 3锛氶搴︿娇鐢ㄨ繘搴︽潯,| 浣跨敤鐜|| int | 宸茬敤閲/ 鎬婚搴脳 100% |,READABLE,浣跨敤鐜,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00284,user-agent,docs/PRD-用户体系.md,source_section,137,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,| 浠婃棩宸茬敤 Token | bigint | `call_logs` 褰撴棩鑱氬悎 | 10 绉掕疆璇|| 0 tokens |,READABLE,int,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00285,user-agent,docs/PRD-用户体系.md,source_section,207,199: ##### 鍖哄煙 3锛氶搴︿娇鐢ㄨ繘搴︽潯,| 浣跨敤鐜|| int | 宸茬敤閲/ 鎬婚搴脳 100% |,READABLE,宸茬敤閲/ 鎬婚搴脳 100%,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00286,user-agent,docs/PRD-用户体系.md,source_section,208,199: ##### 鍖哄煙 3锛氶搴︿娇鐢ㄨ繘搴︽潯,| 鍓╀綑棰濆害 | decimal | 鎬婚搴- 宸茬敤閲||,READABLE,鍓╀綑棰濆害,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00288,user-agent,docs/PRD-用户体系.md,source_section,208,199: ##### 鍖哄煙 3锛氶搴︿娇鐢ㄨ繘搴︽潯,| 鍓╀綑棰濆害 | decimal | 鎬婚搴- 宸茬敤閲||,READABLE,鎬婚搴- 宸茬敤閲,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
