req_id,current_source,bad_fields,best_reference_score,reference_lines,reference_quotes,status
UA2-00468,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00469,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00470,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00471,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00472,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00473,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00474,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00475,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00476,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00477,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00478,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00479,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00480,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00481,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00482,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00483,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00484,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00485,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00486,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00487,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00488,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00489,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00490,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00491,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00492,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00493,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00494,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00495,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00496,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00497,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00498,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00499,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00500,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00501,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00502,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00503,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00504,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00505,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00506,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00513,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00525,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00529,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00546,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00557,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00564,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00566,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00587,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00589,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00595,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00606,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00612,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00644,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00653,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00656,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00657,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00658,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00666,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00668,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00673,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00677,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00679,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00680,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00681,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00682,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00683,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00684,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00685,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00686,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00687,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00688,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00689,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00690,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00691,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00692,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00693,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00694,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00695,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00696,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00697,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00698,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00699,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00700,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00701,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00703,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00704,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00706,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00707,docs/PRD-用户体系.md,source_section,,,,MANUAL_REVIEW
UA2-00708,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00726,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00738,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00744,docs/PRD-用户体系.md,source_quote;atomic_assertion,0.429,513,上游：用户设置 → 更新 users 表 / user_preferences 表,MANUAL_REVIEW_WITH_REFERENCE
UA2-00751,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00753,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00772,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00782,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00784,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00787,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00788,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00791,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00811,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00814,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00815,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00817,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00820,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00828,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00837,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00871,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00874,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00883,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00889,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00892,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
UA2-00899,docs/PRD-用户体系.md,source_quote;atomic_assertion,,,,MANUAL_REVIEW
