req_id,domain,source_path,bad_fields,recovered_section,recovered_quote,recovered_assertion,quote_source_lines,section_source_lines,conversion,compound_after_recovery,status,basis,source_section_context,source_quote_context,section_check,quote_check,assertion_check,format_risk_check,review_decision,review_notes
UA2-03175,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,后端告警生成逻辑,"createdAt: timestamp(""created_at"").defaultNow(),","createdAt: timestamp(""created_at"").defaultNow(),",416;1103;1298;1466;1770,388,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,388: #### 鍚庣鍛婅鐢熸垚閫昏緫,"416:   createdAt: timestamp(""created_at"").defaultNow(),
1103:   createdAt: timestamp(""created_at"").defaultNow(),
1298:   createdAt: timestamp(""created_at"").defaultNow(),
1466:   createdAt: timestamp(""created_at"").defaultNow(),
1770:   createdAt: timestamp(""created_at"").defaultNow(),",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-03176,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,后端告警生成逻辑,"}, (table) => ({","}, (table) => ({",417;1105;1122;1134;1300;1468,388,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,388: #### 鍚庣鍛婅鐢熸垚閫昏緫,"417: }, (table) => ({
1105: }, (table) => ({
1122: }, (table) => ({
1134: }, (table) => ({
1300: }, (table) => ({
1468: }, (table) => ({",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-03177,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,后端告警生成逻辑,"userIdReadIdx: index(""idx_alerts_user_read"").on(table.userId, table.read),","userIdReadIdx: index(""idx_alerts_user_read"").on(table.userId, table.read),",418,388,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,388: #### 鍚庣鍛婅鐢熸垚閫昏緫,"418:   userIdReadIdx: index(""idx_alerts_user_read"").on(table.userId, table.read),",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-03178,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,后端告警生成逻辑,"typeIdx: index(""idx_alerts_type"").on(table.userId, table.type),","typeIdx: index(""idx_alerts_type"").on(table.userId, table.type),",419,388,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,388: #### 鍚庣鍛婅鐢熸垚閫昏緫,"419:   typeIdx: index(""idx_alerts_type"").on(table.userId, table.type),",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-03180,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section;source_quote;atomic_assertion,后端告警生成逻辑,**进度条说明：**,**进度条说明：**,437,388,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,388: #### 鍚庣鍛婅鐢熸垚閫昏緫,437: **杩涘害鏉¤鏄庯細**,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-03184,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,后端告警生成逻辑,已出账金额：SUM(call_logs WHERE created_at < NOW() - INTERVAL '24h' AND billing_cycle = current),已出账金额：SUM(call_logs WHERE created_at < NOW() - INTERVAL '24h' AND billing_cycle = current),442,388,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,388: #### 鍚庣鍛婅鐢熸垚閫昏緫,442: - 宸插嚭璐﹂噾棰濓細SUM(call_logs WHERE created_at < NOW() - INTERVAL '24h' AND billing_cycle = current),PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-03185,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section;source_quote;atomic_assertion,后端告警生成逻辑,待结算费用：SUM(call_logs WHERE created_at >= NOW() - INTERVAL '24h' AND billing_cycle = current),待结算费用：SUM(call_logs WHERE created_at >= NOW() - INTERVAL '24h' AND billing_cycle = current),443,388,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,388: #### 鍚庣鍛婅鐢熸垚閫昏緫,443: - 寰呯粨绠楄垂鐢細SUM(call_logs WHERE created_at >= NOW() - INTERVAL '24h' AND billing_cycle = current),PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-03191,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,GET /api/v1/me/logs/recent?limit=20&since={lastId},GET /api/v1/me/logs/recent?limit=20&since={lastId},504;517,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,516: # 闄嶇骇杞,"504: - 姣?5 绉掕皟鐢?`GET /api/v1/me/logs/recent?limit=20&since={lastId}`
517: GET /api/v1/me/logs/recent?limit=20&since={lastId}",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-03192,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,"""activities"": [","""activities"": [",520,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,516: # 闄嶇骇杞,"520:   ""activities"": [",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-03193,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,"""id"": ""log_12345"",","""id"": ""log_12345"",",522,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,516: # 闄嶇骇杞,"522:       ""id"": ""log_12345"",",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-03194,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,"""model"": ""deepseek-chat"",","""model"": ""deepseek-chat"",",523;602;837,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,516: # 闄嶇骇杞,"523:       ""model"": ""deepseek-chat"",
602:     ""model"": ""deepseek-chat"",
837:     ""model"": ""deepseek-chat"",",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-03195,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,"""inputTokens"": 256,","""inputTokens"": 256,",524;605,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,516: # 闄嶇骇杞,"524:       ""inputTokens"": 256,
605:     ""inputTokens"": 256,",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-03196,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,"""outputTokens"": 1024,","""outputTokens"": 1024,",525;606,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,516: # 闄嶇骇杞,"525:       ""outputTokens"": 1024,
606:     ""outputTokens"": 1024,",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-03197,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,"""cost"": 0.0008,","""cost"": 0.0008,",526,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,516: # 闄嶇骇杞,"526:       ""cost"": 0.0008,",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-03198,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,"""status"": ""success"",","""status"": ""success"",",527;608,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,516: # 闄嶇骇杞,"527:       ""status"": ""success"",
608:     ""status"": ""success"",",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-03199,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,"""errorMessage"": null,","""errorMessage"": null,",528,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,516: # 闄嶇骇杞,"528:       ""errorMessage"": null,",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-03200,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,"""timestamp"": ""2026-07-28T21:29:32Z"",","""timestamp"": ""2026-07-28T21:29:32Z"",",529,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,516: # 闄嶇骇杞,"529:       ""timestamp"": ""2026-07-28T21:29:32Z"",",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-03201,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,"""duration"": 512","""duration"": 512",530;609,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,516: # 闄嶇骇杞,"530:       ""duration"": 512
609:     ""duration"": 512",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-03202,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,"""hasMore"": true","""hasMore"": true",533,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,516: # 闄嶇骇杞,"533:   ""hasMore"": true",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-03203,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,interface LiveActivityFeedProps {,interface LiveActivityFeedProps {,540,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,516: # 闄嶇骇杞,540: interface LiveActivityFeedProps {,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-03204,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,activities: ActivityItem[];,activities: ActivityItem[];,541,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,516: # 闄嶇骇杞,541:   activities: ActivityItem[];,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-03205,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,paused: boolean;,paused: boolean;,542,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,516: # 闄嶇骇杞,542:   paused: boolean;,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-03206,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,connectionMode: 'ws' | 'polling';,connectionMode: 'ws' | 'polling';,543,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,516: # 闄嶇骇杞,543:   connectionMode: 'ws' | 'polling';,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-03207,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,onTogglePause: () => void;,onTogglePause: () => void;,544,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,516: # 闄嶇骇杞,544:   onTogglePause: () => void;,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-03208,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,onClear: () => void;,onClear: () => void;,545;882,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,516: # 闄嶇骇杞,"545:   onClear: () => void;
882:   onClear: () => void;",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-03209,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,onViewDetail: (id: string) => void;,onViewDetail: (id: string) => void;,546,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,516: # 闄嶇骇杞,546:   onViewDetail: (id: string) => void;,PENDING,PENDING,PENDING,PENDING,PENDING,
