req_id,domain,source_path,bad_fields,recovered_section,recovered_quote,recovered_assertion,quote_source_lines,section_source_lines,conversion,compound_after_recovery,status,basis,source_section_context,source_quote_context,section_check,quote_check,assertion_check,format_risk_check,review_decision,review_notes
UA2-01943,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/me/billing/summaries,/api/v1/me/billing/summaries,217;218;219,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛","217: | GET | /api/v1/me/billing/summaries | 鏈堝害璐﹀崟鍒楄〃 | 鐢ㄦ埛 |
218: | GET | /api/v1/me/billing/summaries/:period | 鎸囧畾鏈堜唤璐﹀崟璇︽儏 | 鐢ㄦ埛 |
219: | GET | /api/v1/me/billing/summaries/:period/download | 涓嬭浇璐﹀崟 PDF | 鐢ㄦ埛 |",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01944,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,月度账单列表,月度账单列表,217,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛",217: | GET | /api/v1/me/billing/summaries | 鏈堝害璐﹀崟鍒楄〃 | 鐢ㄦ埛 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01947,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/me/billing/summaries/:period,/api/v1/me/billing/summaries/:period,218;219,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛","218: | GET | /api/v1/me/billing/summaries/:period | 鎸囧畾鏈堜唤璐﹀崟璇︽儏 | 鐢ㄦ埛 |
219: | GET | /api/v1/me/billing/summaries/:period/download | 涓嬭浇璐﹀崟 PDF | 鐢ㄦ埛 |",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01948,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,指定月份账单详情,指定月份账单详情,218,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛",218: | GET | /api/v1/me/billing/summaries/:period | 鎸囧畾鏈堜唤璐﹀崟璇︽儏 | 鐢ㄦ埛 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01951,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/me/billing/summaries/:period/download,/api/v1/me/billing/summaries/:period/download,219,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛",219: | GET | /api/v1/me/billing/summaries/:period/download | 涓嬭浇璐﹀崟 PDF | 鐢ㄦ埛 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01955,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/me/billing/analysis,/api/v1/me/billing/analysis,220,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛",220: | GET | /api/v1/me/billing/analysis | 娑堣垂鍒嗘瀽鏁版嵁锛堝缁达級 | 鐢ㄦ埛 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01956,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,消费分析数据（多维）,消费分析数据（多维）,220,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛",220: | GET | /api/v1/me/billing/analysis | 娑堣垂鍒嗘瀽鏁版嵁锛堝缁达級 | 鐢ㄦ埛 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01959,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/me/billing/forecast,/api/v1/me/billing/forecast,221,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛",221: | GET | /api/v1/me/billing/forecast | 璐圭敤棰勬祴 | 鐢ㄦ埛 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01963,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/me/billing/optimization-tips,/api/v1/me/billing/optimization-tips,222,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛",222: | GET | /api/v1/me/billing/optimization-tips | 鎴愭湰浼樺寲寤鸿 | 鐢ㄦ埛 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01964,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,成本优化建议,成本优化建议,222,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛",222: | GET | /api/v1/me/billing/optimization-tips | 鎴愭湰浼樺寲寤鸿 | 鐢ㄦ埛 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01976,user-agent,docs/PRD-用户端体验增强.md,source_quote;atomic_assertion,功能规格,站内通知 / 邮件 / 短信 / Webhook,站内通知 / 邮件 / 短信 / Webhook,245,11;67;141;176;240;300;338;409,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"11: #### 鍔熻兘瑙勬牸
67: #### 鍔熻兘瑙勬牸
141: #### 鍔熻兘瑙勬牸
176: #### 鍔熻兘瑙勬牸
240: #### 鍔熻兘瑙勬牸
300: #### 鍔熻兘瑙勬牸
338: #### 鍔熻兘瑙勬牸
409: #### 鍔熻兘瑙勬牸",245: | 閫氱煡娓犻亾 | 绔欏唴閫氱煡 / 閭欢 / 鐭俊 / Webhook |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01979,user-agent,docs/PRD-用户端体验增强.md,source_quote;atomic_assertion,功能规格,静默时段,静默时段,247,11;67;141;176;240;300;338;409,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"11: #### 鍔熻兘瑙勬牸
67: #### 鍔熻兘瑙勬牸
141: #### 鍔熻兘瑙勬牸
176: #### 鍔熻兘瑙勬牸
240: #### 鍔熻兘瑙勬牸
300: #### 鍔熻兘瑙勬牸
338: #### 鍔熻兘瑙勬牸
409: #### 鍔熻兘瑙勬牸",247: | 闈欓粯鏃舵 | 璁剧疆瀹夐潤鏃舵锛堝 23:00-08:00 涓嶆帹閫侊級 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01980,user-agent,docs/PRD-用户端体验增强.md,source_quote;atomic_assertion,功能规格,设置安静时段（如 23:00-08:00 不推送）,设置安静时段（如 23:00-08:00 不推送）,247,11;67;141;176;240;300;338;409,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"11: #### 鍔熻兘瑙勬牸
67: #### 鍔熻兘瑙勬牸
141: #### 鍔熻兘瑙勬牸
176: #### 鍔熻兘瑙勬牸
240: #### 鍔熻兘瑙勬牸
300: #### 鍔熻兘瑙勬牸
338: #### 鍔熻兘瑙勬牸
409: #### 鍔熻兘瑙勬牸",247: | 闈欓粯鏃舵 | 璁剧疆瀹夐潤鏃舵锛堝 23:00-08:00 涓嶆帹閫侊級 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01984,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/me/notification-preferences,/api/v1/me/notification-preferences,279;280,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛","279: | GET | /api/v1/me/notification-preferences | 鑾峰彇閫氱煡鍋忓ソ | 鐢ㄦ埛 |
280: | PATCH | /api/v1/me/notification-preferences | 鏇存柊閫氱煡鍋忓ソ | 鐢ㄦ埛 |",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01985,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,获取通知偏好,获取通知偏好,279,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛",279: | GET | /api/v1/me/notification-preferences | 鑾峰彇閫氱煡鍋忓ソ | 鐢ㄦ埛 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01989,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,更新通知偏好,更新通知偏好,280,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛",280: | PATCH | /api/v1/me/notification-preferences | 鏇存柊閫氱煡鍋忓ソ | 鐢ㄦ埛 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01992,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/me/notifications,/api/v1/me/notifications,281;282;283,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛","281: | GET | /api/v1/me/notifications | 閫氱煡鍘嗗彶鍒楄〃 | 鐢ㄦ埛 |
282: | PATCH | /api/v1/me/notifications/:id/read | 鏍囪宸茶 | 鐢ㄦ埛 |
283: | POST | /api/v1/me/notifications/read-all | 鍏ㄩ儴鏍囪宸茶 | 鐢ㄦ埛 |",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01993,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,通知历史列表,通知历史列表,281,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛",281: | GET | /api/v1/me/notifications | 閫氱煡鍘嗗彶鍒楄〃 | 鐢ㄦ埛 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01996,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/me/notifications/:id/read,/api/v1/me/notifications/:id/read,282,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛",282: | PATCH | /api/v1/me/notifications/:id/read | 鏍囪宸茶 | 鐢ㄦ埛 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01997,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,标记已读,标记已读,282;283,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛","282: | PATCH | /api/v1/me/notifications/:id/read | 鏍囪宸茶 | 鐢ㄦ埛 |
283: | POST | /api/v1/me/notifications/read-all | 鍏ㄩ儴鏍囪宸茶 | 鐢ㄦ埛 |",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-02000,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/me/notifications/read-all,/api/v1/me/notifications/read-all,283,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛",283: | POST | /api/v1/me/notifications/read-all | 鍏ㄩ儴鏍囪宸茶 | 鐢ㄦ埛 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-02001,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,全部标记已读,全部标记已读,283,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛",283: | POST | /api/v1/me/notifications/read-all | 鍏ㄩ儴鏍囪宸茶 | 鐢ㄦ埛 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-02010,user-agent,docs/PRD-用户端体验增强.md,source_quote;atomic_assertion,功能规格,登录活动日志,登录活动日志,316,11;67;141;176;240;300;338;409,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"11: #### 鍔熻兘瑙勬牸
67: #### 鍔熻兘瑙勬牸
141: #### 鍔熻兘瑙勬牸
176: #### 鍔熻兘瑙勬牸
240: #### 鍔熻兘瑙勬牸
300: #### 鍔熻兘瑙勬牸
338: #### 鍔熻兘瑙勬牸
409: #### 鍔熻兘瑙勬牸",316: | GET | /api/v1/me/security/login-history | 鐧诲綍娲诲姩鏃ュ織 | 鐢ㄦ埛 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-02012,user-agent,docs/PRD-用户端体验增强.md,source_quote;atomic_assertion,功能规格,安全设置,安全设置,306;308,11;67;141;176;240;300;338;409,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"11: #### 鍔熻兘瑙勬牸
67: #### 鍔熻兘瑙勬牸
141: #### 鍔熻兘瑙勬牸
176: #### 鍔熻兘瑙勬牸
240: #### 鍔熻兘瑙勬牸
300: #### 鍔熻兘瑙勬牸
338: #### 鍔熻兘瑙勬牸
409: #### 鍔熻兘瑙勬牸","306: | 瀹夊叏璁剧疆 | 淇敼瀵嗙爜 / 缁戝畾鎵嬫満 / 缁戝畾閭 / 2FA 绠＄悊 |
308: | 瀹夊叏璇勫垎 | 缁煎悎瀹夊叏璁剧疆瀹屾垚搴﹁瘎鍒嗭紝寮曞瀹屽杽瀹夊叏閰嶇疆 |",PENDING,PENDING,PENDING,PENDING,PENDING,
